Member_number,Date,productId,items,productName,price,Category,Gross_sales,OrderID
4820,2014-07-02,137,2,male cosmetics,10.6,Personal Care,21.2,14324
4690,2014-12-20,54,3,condensed milk,3.5,Dairy,10.5,13825
4308,2014-11-29,76,2,sliced cheese,4.2,Dairy,8.4,12368
2944,2014-07-31,124,3,specialty fat,4.5,Pantry Staples,13.5,7240
4809,2014-06-21,38,1,soda,0.8,Beverages,0.8,14285
2803,2014-03-04,149,2,rubbing alcohol,2.5,Household & Hygiene,5.0,6740
2925,2014-11-24,34,2,flour,2.1,Pantry Staples,4.2,7171
4329,2014-04-06,16,1,butter milk,6.1,Dairy,6.1,12456
2811,2014-06-20,75,1,frozen vegetables,2.5,Frozen & Processed Food,2.5,6772
1527,2014-01-29,69,2,domestic eggs,1.25,Fresh Food,2.5,1938
2909,2014-09-06,58,3,ice cream,1.8,Frozen & Processed Food,5.4,7113
2045,2014-04-11,2,2,whole milk,1.8,Dairy,3.6,3899
2170,2014-02-24,22,3,root vegetables,1.8,Fresh Food,5.4,4364
3962,2014-11-15,11,1,butter,3.2,Dairy,3.2,11047
3065,2014-03-14,2,3,whole milk,1.8,Dairy,5.4,7693
1425,2014-02-06,22,2,root vegetables,1.8,Fresh Food,3.6,1544
2692,2014-10-04,35,1,sugar,1.2,Bakery & Sweets,1.2,6303
4893,2014-06-27,74,1,whipped/sour cream,5.5,Dairy,5.5,14603
1528,2014-02-01,1,2,tropical fruit,7.8,Fresh Food,15.6,1943
2587,2014-10-29,70,2,margarine,3.5,Pantry Staples,7.0,5911
4065,2014-01-13,24,1,pastry,3.1,Bakery & Sweets,3.1,11377
1616,2014-11-07,24,3,pastry,3.1,Bakery & Sweets,9.3,2255
1476,2014-01-16,27,3,coffee,8.5,Beverages,25.5,1731
3133,2014-07-12,70,3,margarine,3.5,Pantry Staples,10.5,7952
4770,2014-02-22,12,2,fruit/vegetable juice,2.1,Beverages,4.2,14132
4725,2014-12-19,71,1,shopping bags,5.12,Household & Hygiene,5.12,13970
3293,2014-10-17,38,3,soda,0.8,Beverages,2.4000000000000004,8534
3244,2014-06-21,22,1,root vegetables,1.8,Fresh Food,1.8,8346
4941,2014-09-09,38,3,soda,0.8,Beverages,2.4000000000000004,14767
4840,2014-08-27,119,1,long life bakery product,9.9,Bakery & Sweets,9.9,14412
3439,2014-05-14,63,2,liquor (appetizer),11.2,Beverages,22.4,9046
4609,2014-05-01,113,2,spices,1.2,Pantry Staples,2.4,13493
3818,2014-03-11,2,2,whole milk,1.8,Dairy,3.6,10513
1001,2014-12-12,38,3,soda,0.8,Beverages,2.4000000000000004,7
4523,2014-07-11,32,2,red/blush wine,12.2,Beverages,24.4,13164
2349,2014-05-28,2,2,whole milk,1.8,Dairy,3.6,5025
2026,2014-01-07,70,2,margarine,3.5,Pantry Staples,7.0,3821
3587,2014-08-03,71,1,shopping bags,5.12,Household & Hygiene,5.12,9633
3959,2014-07-05,74,1,whipped/sour cream,5.5,Dairy,5.5,11031
2901,2014-08-09,45,1,curd,9.8,Dairy,9.8,7082
2689,2014-04-19,20,1,brown bread,0.8,Bakery & Sweets,0.8,6286
1844,2014-04-27,24,1,pastry,3.1,Bakery & Sweets,3.1,3123
3629,2014-07-05,60,1,cream cheese,6.3,Dairy,6.3,9792
4991,2014-08-28,4,1,other vegetables,0.8,Fresh Food,0.8,14935
1003,2014-10-15,39,2,detergent,5.5,Household & Hygiene,11.0,17
4455,2014-06-18,101,2,canned fish,2.1,Frozen & Processed Food,4.2,12916
2662,2014-12-05,97,3,artif. sweetener,2.1,Pantry Staples,6.300000000000001,6190
2948,2014-07-20,71,2,shopping bags,5.12,Household & Hygiene,10.24,7258
4281,2014-08-14,59,1,hard cheese,4.5,Dairy,4.5,12246
1880,2014-09-17,32,1,red/blush wine,12.2,Beverages,12.2,3263
4858,2014-08-17,2,3,whole milk,1.8,Dairy,5.4,14476
2907,2014-03-25,12,2,fruit/vegetable juice,2.1,Beverages,4.2,7100
2339,2014-01-28,14,2,chocolate,11.5,Bakery & Sweets,23.0,4979
3479,2014-06-06,3,3,pip fruit,3.0,Fresh Food,9.0,9191
2562,2014-11-14,22,1,root vegetables,1.8,Fresh Food,1.8,5822
3204,2014-05-29,18,1,yogurt,2.2,Dairy,2.2,8210
3200,2014-10-27,73,1,oil,3.4,Pantry Staples,3.4,8193
4950,2014-04-20,71,1,shopping bags,5.12,Household & Hygiene,5.12,14796
1279,2014-02-13,11,3,butter,3.2,Dairy,9.600000000000001,1007
2245,2014-02-19,25,2,canned beer,1.1,Beverages,2.2,4643
1856,2014-04-26,2,1,whole milk,1.8,Dairy,1.8,3171
1966,2014-10-23,83,2,white bread,0.3,Bakery & Sweets,0.6,3607
1714,2014-01-22,108,2,zwieback,12.3,Snacks,24.6,2602
2133,2014-12-04,45,1,curd,9.8,Dairy,9.8,4225
1147,2014-03-04,39,1,detergent,5.5,Household & Hygiene,5.5,542
4991,2014-01-20,96,1,hygiene articles,7.5,Household & Hygiene,7.5,14932
2850,2014-01-18,64,2,UHT-milk,2.1,Dairy,4.2,6903
4159,2014-07-11,104,3,cat food,11.2,Pet Care,33.599999999999994,11758
1902,2014-12-14,74,1,whipped/sour cream,5.5,Dairy,5.5,3354
4675,2014-07-09,124,2,specialty fat,4.5,Pantry Staples,9.0,13754
4544,2014-10-29,154,2,cake bar,2.4,Bakery & Sweets,4.8,13257
4715,2014-12-10,126,1,snack products,0.9,Snacks,0.9,13927
2020,2014-02-01,12,3,fruit/vegetable juice,2.1,Beverages,6.300000000000001,3803
3814,2014-01-05,32,1,red/blush wine,12.2,Beverages,12.2,10497
3351,2014-06-13,50,1,bottled beer,1.8,Beverages,1.8,8744
1721,2014-03-07,38,3,soda,0.8,Beverages,2.4000000000000004,2626
4365,2014-01-23,64,1,UHT-milk,2.1,Dairy,2.1,12595
3724,2014-07-05,56,1,white wine,14.2,Beverages,14.2,10141
3160,2014-11-13,18,3,yogurt,2.2,Dairy,6.6000000000000005,8049
3786,2014-04-02,24,2,pastry,3.1,Bakery & Sweets,6.2,10395
1204,2014-01-12,14,2,chocolate,11.5,Bakery & Sweets,23.0,739
1240,2014-07-15,59,2,hard cheese,4.5,Dairy,9.0,877
2504,2014-02-10,11,2,butter,3.2,Dairy,6.4,5580
4897,2014-06-13,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,14617
3491,2014-12-11,2,1,whole milk,1.8,Dairy,1.8,9248
3046,2014-08-22,75,3,frozen vegetables,2.5,Frozen & Processed Food,7.5,7623
4820,2014-04-23,119,2,long life bakery product,9.9,Bakery & Sweets,19.8,14323
4898,2014-04-03,119,3,long life bakery product,9.9,Bakery & Sweets,29.700000000000003,14620
2919,2014-01-14,45,2,curd,9.8,Dairy,19.6,7149
1354,2014-05-04,59,1,hard cheese,4.5,Dairy,4.5,1283
4424,2014-08-31,37,2,herbs,6.5,Fresh Food,13.0,12798
1320,2014-07-19,50,2,bottled beer,1.8,Beverages,3.6,1158
4422,2014-10-19,17,3,bottled water,0.5,Beverages,1.5,12796
3533,2014-08-22,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,9421
3721,2014-12-10,50,1,bottled beer,1.8,Beverages,1.8,10135
3107,2014-01-02,2,3,whole milk,1.8,Dairy,5.4,7850
4908,2014-11-13,132,3,kitchen towels,4.83,Household & Hygiene,14.49,14646
1684,2014-02-26,83,3,white bread,0.3,Bakery & Sweets,0.8999999999999999,2507
3452,2014-12-23,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,9086
4052,2014-05-17,162,1,specialty vegetables,6.5,Fresh Food,6.5,11347
1520,2014-04-30,26,1,berries,10.8,Fresh Food,10.8,1912
2063,2014-05-26,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,3968
2353,2014-11-14,27,3,coffee,8.5,Beverages,25.5,5040
3450,2014-05-20,24,1,pastry,3.1,Bakery & Sweets,3.1,9075
4056,2014-10-03,69,3,domestic eggs,1.25,Fresh Food,3.75,11355
4865,2014-05-20,74,3,whipped/sour cream,5.5,Dairy,16.5,14508
1395,2014-05-20,71,2,shopping bags,5.12,Household & Hygiene,10.24,1437
2325,2014-02-27,24,1,pastry,3.1,Bakery & Sweets,3.1,4932
4887,2014-01-02,86,1,soap,3.8,Household & Hygiene,3.8,14583
3356,2014-09-30,12,3,fruit/vegetable juice,2.1,Beverages,6.300000000000001,8765
3827,2014-09-11,38,3,soda,0.8,Beverages,2.4000000000000004,10538
1546,2014-04-02,101,2,canned fish,2.1,Frozen & Processed Food,4.2,1994
1327,2014-12-04,35,1,sugar,1.2,Bakery & Sweets,1.2,1184
2682,2014-02-20,4,1,other vegetables,0.8,Fresh Food,0.8,6261
4937,2014-06-22,12,3,fruit/vegetable juice,2.1,Beverages,6.300000000000001,14741
3817,2014-11-24,36,1,frozen meals,9.7,Frozen & Processed Food,9.7,10511
4314,2014-01-27,2,3,whole milk,1.8,Dairy,5.4,12388
4146,2014-01-03,22,2,root vegetables,1.8,Fresh Food,3.6,11703
4749,2014-09-11,51,3,dessert,1.15,Bakery & Sweets,3.4499999999999997,14062
3222,2014-01-16,76,2,sliced cheese,4.2,Dairy,8.4,8282
1937,2014-03-07,89,3,spread cheese,2.5,Dairy,7.5,3498
1440,2014-01-01,18,2,yogurt,2.2,Dairy,4.4,1599
1682,2014-07-05,51,2,dessert,1.15,Bakery & Sweets,2.3,2499
1421,2014-08-30,38,1,soda,0.8,Beverages,0.8,1528
2774,2014-03-26,71,3,shopping bags,5.12,Household & Hygiene,15.36,6621
2009,2014-12-11,106,1,prosecco,20.1,Beverages,20.1,3753
1366,2014-02-19,20,1,brown bread,0.8,Bakery & Sweets,0.8,1333
1432,2014-03-12,50,3,bottled beer,1.8,Beverages,5.4,1577
2758,2014-10-24,4,1,other vegetables,0.8,Fresh Food,0.8,6557
1209,2014-03-05,71,1,shopping bags,5.12,Household & Hygiene,5.12,760
3695,2014-10-12,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,10047
1353,2014-09-12,78,3,baking powder,1.8,Pantry Staples,5.4,1277
4351,2014-11-26,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,12538
4277,2014-08-03,11,1,butter,3.2,Dairy,3.2,12230
4532,2014-11-13,12,1,fruit/vegetable juice,2.1,Beverages,2.1,13213
4281,2014-03-09,59,3,hard cheese,4.5,Dairy,13.5,12245
2025,2014-11-13,50,2,bottled beer,1.8,Beverages,3.6,3820
1708,2014-07-09,2,2,whole milk,1.8,Dairy,3.6,2583
3153,2014-06-21,74,2,whipped/sour cream,5.5,Dairy,11.0,8024
4584,2014-04-22,50,2,bottled beer,1.8,Beverages,3.6,13399
3948,2014-04-10,2,1,whole milk,1.8,Dairy,1.8,10993
4082,2014-08-03,3,3,pip fruit,3.0,Fresh Food,9.0,11447
1169,2014-01-15,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,615
1220,2014-11-16,46,3,pasta,3.1,Pantry Staples,9.3,798
1438,2014-05-18,27,1,coffee,8.5,Beverages,8.5,1593
2071,2014-07-31,11,2,butter,3.2,Dairy,6.4,4011
4802,2014-08-10,141,2,cooking chocolate,7.2,Bakery & Sweets,14.4,14259
2868,2014-06-15,62,3,pickled vegetables,2.7,Fresh Food,8.100000000000001,6974
2390,2014-11-28,4,1,other vegetables,0.8,Fresh Food,0.8,5174
3649,2014-09-23,3,2,pip fruit,3.0,Fresh Food,6.0,9859
1834,2014-12-21,78,3,baking powder,1.8,Pantry Staples,5.4,3088
1578,2014-03-26,49,1,beverages,1.1,Beverages,1.1,2105
4060,2014-10-11,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,11366
3717,2014-01-27,36,1,frozen meals,9.7,Frozen & Processed Food,9.7,10113
1501,2014-11-03,39,1,detergent,5.5,Household & Hygiene,5.5,1844
4654,2014-05-06,75,1,frozen vegetables,2.5,Frozen & Processed Food,2.5,13659
1022,2014-02-22,114,3,napkins,21.8,Household & Hygiene,65.4,86
4822,2014-07-02,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,14335
4473,2014-06-03,4,1,other vegetables,0.8,Fresh Food,0.8,12987
1099,2014-08-29,125,2,instant coffee,4.9,Frozen & Processed Food,9.8,356
2020,2014-04-11,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,3804
4227,2014-07-25,119,3,long life bakery product,9.9,Bakery & Sweets,29.700000000000003,12036
1113,2014-02-02,25,1,canned beer,1.1,Beverages,1.1,408
4542,2014-12-05,86,3,soap,3.8,Household & Hygiene,11.399999999999999,13251
1607,2014-10-05,66,1,onions,1.3,Fresh Food,1.3,2215
4825,2014-04-23,7,1,citrus fruit,1.5,Fresh Food,1.5,14345
4467,2014-01-11,64,2,UHT-milk,2.1,Dairy,4.2,12966
3146,2014-02-07,4,2,other vegetables,0.8,Fresh Food,1.6,8007
3508,2014-03-10,24,3,pastry,3.1,Bakery & Sweets,9.3,9318
4712,2014-11-03,44,1,newspapers,3.2,Specialty & Seasonal,3.2,13917
3535,2014-02-16,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,9425
4404,2014-10-10,27,1,coffee,8.5,Beverages,8.5,12734
2934,2014-10-30,16,1,butter milk,6.1,Dairy,6.1,7201
4080,2014-04-23,74,1,whipped/sour cream,5.5,Dairy,5.5,11438
1266,2014-08-27,76,2,sliced cheese,4.2,Dairy,8.4,963
4244,2014-12-05,41,3,processed cheese,6.4,Dairy,19.200000000000003,12102
2545,2014-04-13,2,1,whole milk,1.8,Dairy,1.8,5747
3427,2014-06-05,18,1,yogurt,2.2,Dairy,2.2,9003
2174,2014-09-18,134,3,cereals,4.5,Snacks,13.5,4379
3849,2014-10-09,71,3,shopping bags,5.12,Household & Hygiene,15.36,10630
4015,2014-11-10,24,1,pastry,3.1,Bakery & Sweets,3.1,11220
3123,2014-12-15,76,2,sliced cheese,4.2,Dairy,8.4,7926
3366,2014-12-19,83,2,white bread,0.3,Bakery & Sweets,0.6,8810
4916,2014-11-07,25,1,canned beer,1.1,Beverages,1.1,14671
4698,2014-07-24,45,2,curd,9.8,Dairy,19.6,13866
1137,2014-05-16,25,3,canned beer,1.1,Beverages,3.3000000000000003,501
1781,2014-03-15,18,2,yogurt,2.2,Dairy,4.4,2874
1519,2014-10-28,73,3,oil,3.4,Pantry Staples,10.2,1911
4262,2014-08-17,44,3,newspapers,3.2,Specialty & Seasonal,9.600000000000001,12169
4625,2014-01-03,74,3,whipped/sour cream,5.5,Dairy,16.5,13552
4823,2014-02-22,65,3,candy,3.6,Bakery & Sweets,10.8,14341
2669,2014-03-20,74,2,whipped/sour cream,5.5,Dairy,11.0,6215
1417,2014-10-14,60,3,cream cheese,6.3,Dairy,18.9,1513
2311,2014-10-26,24,1,pastry,3.1,Bakery & Sweets,3.1,4886
4387,2014-10-22,39,3,detergent,5.5,Household & Hygiene,16.5,12668
4833,2014-08-17,2,1,whole milk,1.8,Dairy,1.8,14386
1002,2014-04-26,2,3,whole milk,1.8,Dairy,5.4,12
1019,2014-12-10,32,3,red/blush wine,12.2,Beverages,36.599999999999994,79
1548,2014-10-01,50,2,bottled beer,1.8,Beverages,3.6,2002
2350,2014-04-03,101,3,canned fish,2.1,Frozen & Processed Food,6.300000000000001,5031
4599,2014-04-23,14,3,chocolate,11.5,Bakery & Sweets,34.5,13460
2983,2014-02-28,53,2,specialty chocolate,18.8,Bakery & Sweets,37.6,7390
1994,2014-07-21,50,2,bottled beer,1.8,Beverages,3.6,3693
2611,2014-02-16,70,1,margarine,3.5,Pantry Staples,3.5,6003
2649,2014-09-03,143,2,liqueur,9.5,Specialty & Seasonal,19.0,6144
4941,2014-06-12,25,1,canned beer,1.1,Beverages,1.1,14765
1836,2014-04-13,35,3,sugar,1.2,Bakery & Sweets,3.5999999999999996,3095
1878,2014-06-09,25,1,canned beer,1.1,Beverages,1.1,3252
3184,2014-09-10,69,2,domestic eggs,1.25,Fresh Food,2.5,8144
1924,2014-05-20,83,3,white bread,0.3,Bakery & Sweets,0.8999999999999999,3444
3266,2014-10-30,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,8443
4807,2014-05-21,95,1,frozen fish,5.8,Frozen & Processed Food,5.8,14277
1746,2014-03-21,70,1,margarine,3.5,Pantry Staples,3.5,2727
3267,2014-03-27,49,3,beverages,1.1,Beverages,3.3000000000000003,8447
3216,2014-11-02,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,8258
3629,2014-11-05,14,1,chocolate,11.5,Bakery & Sweets,11.5,9793
1142,2014-05-22,122,2,soups,4.5,Frozen & Processed Food,9.0,516
1178,2014-06-15,71,1,shopping bags,5.12,Household & Hygiene,5.12,656
2391,2014-11-01,28,3,misc. beverages,1.2,Beverages,3.5999999999999996,5177
1753,2014-07-30,24,2,pastry,3.1,Bakery & Sweets,6.2,2761
4607,2014-06-09,15,3,specialty bar,5.2,Bakery & Sweets,15.600000000000001,13486
2762,2014-10-27,32,2,red/blush wine,12.2,Beverages,24.4,6578
1959,2014-03-23,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,3577
2776,2014-05-14,11,1,butter,3.2,Dairy,3.2,6629
4554,2014-07-18,70,3,margarine,3.5,Pantry Staples,10.5,13287
4367,2014-08-22,71,1,shopping bags,5.12,Household & Hygiene,5.12,12599
3265,2014-07-09,24,2,pastry,3.1,Bakery & Sweets,6.2,8438
4665,2014-01-12,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,13708
4224,2014-10-06,41,2,processed cheese,6.4,Dairy,12.8,12025
1759,2014-07-28,34,2,flour,2.1,Pantry Staples,4.2,2784
4712,2014-09-21,16,3,butter milk,6.1,Dairy,18.299999999999997,13916
1364,2014-01-07,91,3,frozen dessert,2.8,Frozen & Processed Food,8.399999999999999,1323
4465,2014-01-04,33,3,frozen potato products,3.0,Frozen & Processed Food,9.0,12961
4635,2014-02-02,22,3,root vegetables,1.8,Fresh Food,5.4,13584
1852,2014-01-04,14,1,chocolate,11.5,Bakery & Sweets,11.5,3155
4551,2014-01-07,24,3,pastry,3.1,Bakery & Sweets,9.3,13280
1134,2014-02-18,44,3,newspapers,3.2,Specialty & Seasonal,9.600000000000001,486
3151,2014-08-20,70,3,margarine,3.5,Pantry Staples,10.5,8019
2593,2014-04-16,18,2,yogurt,2.2,Dairy,4.4,5939
2318,2014-12-10,74,2,whipped/sour cream,5.5,Dairy,11.0,4911
1483,2014-01-13,3,3,pip fruit,3.0,Fresh Food,9.0,1766
1892,2014-08-05,115,2,waffles,2.5,Bakery & Sweets,5.0,3314
4184,2014-09-17,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,11856
2741,2014-08-10,25,1,canned beer,1.1,Beverages,1.1,6485
2461,2014-01-24,24,2,pastry,3.1,Bakery & Sweets,6.2,5447
3608,2014-01-24,89,1,spread cheese,2.5,Dairy,2.5,9720
3038,2014-12-30,18,2,yogurt,2.2,Dairy,4.4,7590
1772,2014-02-04,32,3,red/blush wine,12.2,Beverages,36.599999999999994,2835
3548,2014-10-20,129,2,mayonnaise,1.8,Specialty & Seasonal,3.6,9476
3010,2014-05-11,76,2,sliced cheese,4.2,Dairy,8.4,7483
4010,2014-08-11,4,1,other vegetables,0.8,Fresh Food,0.8,11204
4466,2014-07-14,38,3,soda,0.8,Beverages,2.4000000000000004,12963
4191,2014-08-05,83,1,white bread,0.3,Bakery & Sweets,0.3,11883
1578,2014-08-24,7,3,citrus fruit,1.5,Fresh Food,4.5,2106
2837,2014-10-13,38,3,soda,0.8,Beverages,2.4000000000000004,6860
4860,2014-06-25,38,1,soda,0.8,Beverages,0.8,14486
2047,2014-05-12,44,2,newspapers,3.2,Specialty & Seasonal,6.4,3907
4649,2014-09-05,71,3,shopping bags,5.12,Household & Hygiene,15.36,13641
3247,2014-03-09,27,2,coffee,8.5,Beverages,17.0,8362
4192,2014-02-22,142,1,seasonal products,5.4,Specialty & Seasonal,5.4,11889
3491,2014-06-26,15,1,specialty bar,5.2,Bakery & Sweets,5.2,9247
1025,2014-02-06,71,1,shopping bags,5.12,Household & Hygiene,5.12,96
3556,2014-12-17,74,1,whipped/sour cream,5.5,Dairy,5.5,9510
3698,2014-07-11,2,3,whole milk,1.8,Dairy,5.4,10056
1534,2014-07-02,24,1,pastry,3.1,Bakery & Sweets,3.1,1959
1327,2014-12-14,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,1185
1716,2014-08-16,3,2,pip fruit,3.0,Fresh Food,6.0,2612
4500,2014-11-15,85,3,cling film/bags,2.2,Household & Hygiene,6.6000000000000005,13083
1097,2014-05-03,22,1,root vegetables,1.8,Fresh Food,1.8,343
3614,2014-04-13,15,3,specialty bar,5.2,Bakery & Sweets,15.600000000000001,9744
1717,2014-07-26,17,3,bottled water,0.5,Beverages,1.5,2614
1981,2014-11-01,12,3,fruit/vegetable juice,2.1,Beverages,6.300000000000001,3654
2320,2014-03-25,40,1,grapes,9.4,Fresh Food,9.4,4917
3088,2014-03-11,44,2,newspapers,3.2,Specialty & Seasonal,6.4,7777
4920,2014-10-09,101,2,canned fish,2.1,Frozen & Processed Food,4.2,14681
4338,2014-10-25,65,3,candy,3.6,Bakery & Sweets,10.8,12495
2093,2014-06-01,99,3,canned vegetables,5.7,Frozen & Processed Food,17.1,4094
4212,2014-05-12,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,11964
3817,2014-03-12,18,2,yogurt,2.2,Dairy,4.4,10508
2552,2014-10-08,22,1,root vegetables,1.8,Fresh Food,1.8,5783
2524,2014-08-03,64,3,UHT-milk,2.1,Dairy,6.300000000000001,5672
2454,2014-07-12,4,1,other vegetables,0.8,Fresh Food,0.8,5425
1498,2014-10-29,78,2,baking powder,1.8,Pantry Staples,3.6,1828
2222,2014-04-03,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,4547
3905,2014-01-25,128,2,soft cheese,7.2,Dairy,14.4,10827
3485,2014-11-10,28,2,misc. beverages,1.2,Beverages,2.4,9223
4403,2014-06-24,4,1,other vegetables,0.8,Fresh Food,0.8,12729
2661,2014-12-14,115,2,waffles,2.5,Bakery & Sweets,5.0,6186
2415,2014-09-14,17,3,bottled water,0.5,Beverages,1.5,5268
4165,2014-09-16,56,2,white wine,14.2,Beverages,28.4,11785
1838,2014-06-14,58,3,ice cream,1.8,Frozen & Processed Food,5.4,3102
4129,2014-02-28,18,2,yogurt,2.2,Dairy,4.4,11635
3468,2014-06-02,18,1,yogurt,2.2,Dairy,2.2,9150
3515,2014-04-13,85,3,cling film/bags,2.2,Household & Hygiene,6.6000000000000005,9343
4683,2014-05-09,53,1,specialty chocolate,18.8,Bakery & Sweets,18.8,13786
4415,2014-08-22,4,2,other vegetables,0.8,Fresh Food,1.6,12774
3778,2014-04-27,53,1,specialty chocolate,18.8,Bakery & Sweets,18.8,10359
2406,2014-10-27,118,2,chocolate marshmallow,4.13,Bakery & Sweets,8.26,5237
2726,2014-11-27,71,1,shopping bags,5.12,Household & Hygiene,5.12,6434
3370,2014-12-14,75,1,frozen vegetables,2.5,Frozen & Processed Food,2.5,8821
4485,2014-01-27,24,3,pastry,3.1,Bakery & Sweets,9.3,13018
3266,2014-09-06,28,2,misc. beverages,1.2,Beverages,2.4,8441
3115,2014-07-09,17,1,bottled water,0.5,Beverages,0.5,7881
2479,2014-03-05,17,2,bottled water,0.5,Beverages,1.0,5507
1628,2014-11-13,83,3,white bread,0.3,Bakery & Sweets,0.8999999999999999,2310
1023,2014-06-13,38,1,soda,0.8,Beverages,0.8,91
1089,2014-12-05,116,2,sauces,2.45,Pantry Staples,4.9,320
1386,2014-12-21,35,1,sugar,1.2,Bakery & Sweets,1.2,1410
3221,2014-09-09,113,1,spices,1.2,Pantry Staples,1.2,8277
2623,2014-11-22,20,1,brown bread,0.8,Bakery & Sweets,0.8,6051
2142,2014-05-23,142,1,seasonal products,5.4,Specialty & Seasonal,5.4,4255
4164,2014-03-03,45,3,curd,9.8,Dairy,29.400000000000002,11778
1277,2014-01-25,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,998
2927,2014-09-01,47,2,popcorn,2.4,Bakery & Sweets,4.8,7180
4455,2014-10-09,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,12918
4042,2014-07-15,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,11316
1239,2014-04-18,38,1,soda,0.8,Beverages,0.8,870
1542,2014-09-13,47,1,popcorn,2.4,Bakery & Sweets,2.4,1982
4208,2014-02-03,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,11953
4106,2014-07-25,78,1,baking powder,1.8,Pantry Staples,1.8,11541
1853,2014-03-25,12,2,fruit/vegetable juice,2.1,Beverages,4.2,3159
2701,2014-08-16,70,1,margarine,3.5,Pantry Staples,3.5,6341
3539,2014-03-19,38,3,soda,0.8,Beverages,2.4000000000000004,9441
1428,2014-10-18,119,1,long life bakery product,9.9,Bakery & Sweets,9.9,1562
2424,2014-03-23,152,3,softener,11.8,Household & Hygiene,35.400000000000006,5292
1528,2014-06-12,60,3,cream cheese,6.3,Dairy,18.9,1944
3150,2014-08-11,3,3,pip fruit,3.0,Fresh Food,9.0,8018
3635,2014-12-23,46,3,pasta,3.1,Pantry Staples,9.3,9809
4078,2014-09-27,60,2,cream cheese,6.3,Dairy,12.6,11431
3606,2014-11-11,74,3,whipped/sour cream,5.5,Dairy,16.5,9718
4066,2014-01-24,76,2,sliced cheese,4.2,Dairy,8.4,11383
4508,2014-11-22,3,2,pip fruit,3.0,Fresh Food,6.0,13114
2284,2014-03-24,33,1,frozen potato products,3.0,Frozen & Processed Food,3.0,4782
3450,2014-11-26,3,1,pip fruit,3.0,Fresh Food,3.0,9076
4097,2014-05-18,54,3,condensed milk,3.5,Dairy,10.5,11500
4096,2014-04-20,114,1,napkins,21.8,Household & Hygiene,21.8,11496
2637,2014-09-18,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,6103
3007,2014-12-02,91,1,frozen dessert,2.8,Frozen & Processed Food,2.8,7472
1859,2014-11-05,16,3,butter milk,6.1,Dairy,18.299999999999997,3180
1479,2014-03-29,2,1,whole milk,1.8,Dairy,1.8,1747
1719,2014-04-25,45,1,curd,9.8,Dairy,9.8,2619
1618,2014-07-13,35,2,sugar,1.2,Bakery & Sweets,2.4,2266
3976,2014-10-05,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,11104
2482,2014-01-21,92,1,vinegar,1.5,Pantry Staples,1.5,5518
4899,2014-08-27,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,14624
2364,2014-07-23,17,2,bottled water,0.5,Beverages,1.0,5086
2478,2014-02-25,68,3,photo/film,11.9,Household & Hygiene,35.7,5504
3680,2014-10-25,38,1,soda,0.8,Beverages,0.8,9983
2552,2014-06-20,2,3,whole milk,1.8,Dairy,5.4,5781
3676,2014-06-09,4,2,other vegetables,0.8,Fresh Food,1.6,9965
1855,2014-07-16,148,3,skin care,10.3,Personal Care,30.900000000000002,3166
3582,2014-11-29,114,1,napkins,21.8,Household & Hygiene,21.8,9610
2688,2014-12-21,2,3,whole milk,1.8,Dairy,5.4,6283
3782,2014-05-14,11,1,butter,3.2,Dairy,3.2,10377
1427,2014-06-12,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,1555
4310,2014-07-07,2,2,whole milk,1.8,Dairy,3.6,12375
2803,2014-10-26,18,3,yogurt,2.2,Dairy,6.6000000000000005,6743
4601,2014-01-05,18,2,yogurt,2.2,Dairy,4.4,13464
2027,2014-02-26,69,3,domestic eggs,1.25,Fresh Food,3.75,3823
1398,2014-08-23,35,1,sugar,1.2,Bakery & Sweets,1.2,1448
1896,2014-07-25,7,3,citrus fruit,1.5,Fresh Food,4.5,3334
3731,2014-08-18,38,1,soda,0.8,Beverages,0.8,10167
